domain,name,source,source_url,portfolio_url,company_url,description,one_liner,tags,stage,status,location,country,city,investment_year,founded_year,website_confidence
lamudi.com,Lamudi,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.lamudi.com/,"Lamudi is one of the fastest growing online property portals in emerging markets. Lamudi is a platform that connects sellers, buyers and tenants to easily buy, rent and sell homes, land and commercial properties. Lamudi now operates in numerous countries across Asia and Latin America, and has already become market leader in several of them.","Lamudi is one of the fastest growing online property portals in emerging markets. Lamudi is a platform that connects sellers, buyers and tenants to easily buy, rent and sell homes, land and commercial properties. Lamudi now operates in numerous countries across Asia and Latin America, and has already become market leader in several of them.",marketplace,growth,growth,"Berlin, Germany",Germany,Berlin,2015,2013,high
lanch.com,Lanch,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://lanch.com,paragraph,paragraph,consumer,early,early,"Berlin, Germany",Germany,Berlin,2023,2023,high
lazada.com,Lazada,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.lazada.com/,"Lazada is Southeast Asia’s biggest online shopping mall, with operations in Malaysia, Indonesia, Thailand, Philippines, Vietnam and Singapore. Lazada is pioneering e-commerce across some of the fastest growing countries in the world by offering a fast, secure and convenient online shopping experience. In June 2017, HV’s shares in Lazada were acquired by Alibaba.","Lazada is Southeast Asia’s biggest online shopping mall, with operations in Malaysia, Indonesia, Thailand, Philippines, Vietnam and Singapore. Lazada is pioneering e-commerce across some of the fastest growing countries in the world by offering a fast, secure and convenient online shopping experience. In June 2017, HV’s shares in Lazada were acquired by Alibaba.",consumer,exit,exit,"Singapore, Singapore",Singapore,Singapore,2012,2012,high
lecturio.de,Lecturio,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.lecturio.de/,"Lecturio is the leading learning platform offering on-demand seminars on the German market. Whether you are a company employee, college student or private individual, you can learn efficiently, in a manner which is tailored to your individual needs, wherever and whenever you want. Lecturio also helps many DAX companies to digitalize their internal content and make advanced training for their employees more efficient and less expensive.","Lecturio is the leading learning platform offering on-demand seminars on the German market. Whether you are a company employee, college student or private individual, you can learn efficiently, in a manner which is tailored to your individual needs, wherever and whenever you want. Lecturio also helps many DAX companies to digitalize their internal content and make advanced training for their employees more efficient and less expensive.",consumer,exit,exit,"Leipzig, Germany",Germany,Leipzig,2011,2008,high
legalos.io,Flank,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.legalos.io/,"Flank is an AI automation platform for expert teams. With Flank, expert teams —such as legal, privacy, compliance, info-sec, and finance—can train and deploy specialized AI Agents that offer 24/7 support to commercial teams.","Flank is an AI automation platform for expert teams. With Flank, expert teams —such as legal, privacy, compliance, info-sec, and finance—can train and deploy specialized AI Agents that offer 24/7 support to commercial teams.",frontierTech,early,early,"Berlin, Germany",Germany,Berlin,2019,2018,high
lendico.com,Lendico,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.lendico.com/,"Lendico is a peer-to-peer lending marketplace for unsecured SME loans currently operating in Germany, Austria and Switzerland. By connecting borrowers and investors directly on its marketplace platform, Lendico helps loan requests to get funded faster and at cheaper rates. On the other hand it gives investors access to an attractive new asset class. In 2018, Lendico was acquired by ING DiBa.","Lendico is a peer-to-peer lending marketplace for unsecured SME loans currently operating in Germany, Austria and Switzerland. By connecting borrowers and investors directly on its marketplace platform, Lendico helps loan requests to get funded faster and at cheaper rates. On the other hand it gives investors access to an attractive new asset class. In 2018, Lendico was acquired by ING DiBa.",fintech,exit,exit,"Berlin, Germany",Germany,Berlin,2014,2010,high
lendis.io,Lendis,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.lendis.io/,Lendis brings equipping and managing an office into the 21st century. The company offers a digital rental service for office infrastructure as well as a web-based product to product to manage all processes related to setting up and managing an office.,Lendis brings equipping and managing an office into the 21st century. The company offers a digital rental service for office infrastructure as well as a web-based product to product to manage all processes related to setting up and managing an office.,enterprise,early,early,"Berlin, Germany",Germany,Berlin,2019,2018,high
letsdeel.com,Deel,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.letsdeel.com/,"Deel helps businesses hire anyone, anywhere. It's global payroll for employees and contractors from around the world.","Deel helps businesses hire anyone, anywhere. It's global payroll for employees and contractors from around the world.",enterprise,exit,exit,"SanFrancisco, USA",USA,SanFrancisco,2021,2018,high
limehome.de,Limehome,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.limehome.de/,"Limehome is a decentral and digital hotel brand, building the largest network of beautiful and convenient short-term lodging apartments across Europe.","Limehome is a decentral and digital hotel brand, building the largest network of beautiful and convenient short-term lodging apartments across Europe.",consumer,early,early,"Munich, Germany",Germany,Munich,2019,2018,high
lingokids.com,Lingokids,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://lingokids.com,"Lingokids is an ed-tech startup that develops language learning services for early childhood. Their mission is to break language barriers and create equal learning opportunities for all kids around the world. Lingokids offers an alternative to traditional teaching methods by implementing interactive, multi-media technologies and embedding lessons into the context of games. Their lessons are designed specifically to teach languages to children between 2 and 6 years of age. Through curricula personalized via machine learning and the ludic method of mini-games the platform encourages self-motivation and engagement.","Lingokids is an ed-tech startup that develops language learning services for early childhood. Their mission is to break language barriers and create equal learning opportunities for all kids around the world. Lingokids offers an alternative to traditional teaching methods by implementing interactive, multi-media technologies and embedding lessons into the context of games. Their lessons are designed specifically to teach languages to children between 2 and 6 years of age. Through curricula personalized via machine learning and the ludic method of mini-games the platform encourages self-motivation and engagement.",consumer,exit,exit,"Madrid, Spain",Spain,Madrid,2017,2014,high
