domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
impossiblecloud.com,Impossible Cloud,hv_capital,ICP 2,9,10,high,docs|auth|console|status,frontierTech,early,,"Hamburg, Germany","Impossible Cloud is building a new, distributed, virtual Cloud platform. Our first offering will be Cloud storage, later followed by Cloud compute and networking through our distributed network of nodes provided by various suppliers. Demand for Cloud services is increasing exponentially: here, you become part of the new global system driven by decentralized technologies disrupting the mainstream Cloud space.","Impossible Cloud is building a new, distributed, virtual Cloud platform. Our first offering will be Cloud storage, later followed by Cloud compute and networking through our distributed network of nodes provided by various suppliers. Demand for Cloud services is increasing exponentially: here, you become part of the new global system driven by decentralized technologies disrupting the mainstream Cloud space.",https://www.impossiblecloud.com/,https://www.hvcapital.com/companies
sdui.de,Sdui,hv_capital,ICP 2,9,9,high,api|docs|app|status,enterprise,early,,"Koblenz, Germany","Sdui offers schools a GDPR-compliant digital platform / app for the communication between teachers, parents and students. All important information about teaching, such as timetables, substitution schedules, letters to parents, announcements and homework can be easily shared via the platform and accessed via app or via the browser. With a video conferencing tool, a cloud, a digital class register, room bookings and other integrations, Sdui plans to become the central platform to digitalize and simplify schools’ organization and communication.","Sdui offers schools a GDPR-compliant digital platform / app for the communication between teachers, parents and students. All important information about teaching, such as timetables, substitution schedules, letters to parents, announcements and homework can be easily shared via the platform and accessed via app or via the browser. With a video conferencing tool, a cloud, a digital class register, room bookings and other integrations, Sdui plans to become the central platform to digitalize and simplify schools’ organization and communication.",https://sdui.de,https://www.hvcapital.com/companies
tower.dev,Tower,speedinvest,ICP 2,9,9,high,api|docs|app|status,AI & Infra,2025,,Germany,AI-native data infrastructure for reliable production deployment.,"Tower, the Berlin-based data infrastructure company, builds the ‘last mile’ platform for data engineers in the AI era. It enables teams to turn AI-generated and human-curated data pipelines into reliable, production-ready systems, unifying Python compute with storage based on open, Iceberg-based standards that keeps AI grounded in fresh, company-specific data.",https://tower.dev/,https://www.speedinvest.com/portfolio/
yoummday.com,Yoummday,project_a,ICP 2,9,9,high,api|docs|app|status,"",Private Equity,,Munich,360° customer service platform,,https://www.yoummday.com/,https://www.project-a.vc/companies
ampere.cloud,Amperecloud,point_nine,ICP 2,9,8,high,api|auth|app,Vertical Software|Climate & Energy,Series A,,"Berlin, Germany","Amperecloud builds the operating system for renewables: a central hub that connects data loggers, inverters, and meters to deliver real-time monitoring, anomaly detection, and reporting across solar portfolios. The platform streamlines operations so asset owners maximize yield and uptime.","Amperecloud builds the operating system for renewables: a central hub that connects data loggers, inverters, and meters to deliver real-time monitoring, anomaly detection, and reporting across solar portfolios. The platform streamlines operations so asset owners maximize yield and uptime.",https://ampere.cloud/,https://www.pointnine.com/companies
getbyrd.com,byrd,speedinvest,ICP 2,9,8,high,api|developers|app,Marketplaces & Consumer,2017,,Germany,B2B marketplace for full-service ecommerce fulfillment.,"Byrd is a managed B2B marketplace for eCommerce fulfillment. Their all-in-one logistics platform equips users with a comprehensive dashboard and connects to online shop systems such as Shopify and Woocommerce to make drop-shipping, eCommerce fulfillment or crowdfunding campaign management seamless. ‍ Byrd integrates with all major logistics partners in the German-speaking market and automatically finds the best provider for each shipment. The company also runs storage facilities in Europe, takes care of individual packaging, and manages pick-ups as well as returns.",https://getbyrd.com/,https://www.speedinvest.com/portfolio/
liqid.de,Liqid,project_a,ICP 2,9,8,high,api|auth|app,"",Seed,,Berlin,Data-driven platform for private wealth management,,https://www.liqid.de/,https://www.project-a.vc/companies
packmatic.io,Packmatic,hv_capital,ICP 2,9,8,high,api|auth|app,marketplace,seed,,"Berlin, Germany",Packmatic is the leading digital platform for product packaging.,Packmatic is the leading digital platform for product packaging.,https://www.packmatic.io,https://www.hvcapital.com/companies
sonomo.com,Sonomo,antler,ICP 1,9,8,high,api|auth|app,FinTech,2021,,Netherlands,Investing in music royalties,Investing in music royalties,https://www.sonomo.com/,https://www.antler.co/portfolio
unweave.io,Unweave,speedinvest,ICP 2,9,8,high,api|docs|app,AI & Infra,2021,,Germany,Giving developers instant access to serverless infrastructure for machine learning.,Unweave gives developers instant access to the infrastructure they need to train their machine learning models with almost zero setup. It lets users run their machine learning code on GPUs with a single command without having to setup any custom cloud infrastructure. Our goal is to wrap the power of the cloud within the UX of your laptop. We want to turn every developer’s laptop into a supercomputer. ‍,https://www.unweave.io/,https://www.speedinvest.com/portfolio/
withequip.com,Equip,antler,ICP 1,9,8,high,api|platform|app,FinTech,2022,,Netherlands,Redefining financial security for the modern workforce,Redefining financial security for the modern workforce,https://www.withequip.com/,https://www.antler.co/portfolio
creem.io,Creem,antler,ICP 1,9,7,high,api|docs|status,FinTech,2024,,Sweden,"The Finance, Payments and Growth OS for small and efficient teams","The Finance, Payments and Growth OS for small and efficient teams",https://www.creem.io,https://www.antler.co/portfolio
finn.auto,finn,hv_capital,ICP 2,9,7,high,docs|auth|status,consumer,early,,"Munich, Germany","finn is the new platform for flexible, climate-neutral car ownership for consumers and small businesses. In cooperation with ClimatePartner, the CO2 footprint of each kilometer driven is compensated. With finn, driving a car has become as easy as buying shoes online; with a few clicks a car subscription can conveniently be started with immediate availability of the vehicles in the future.Max-Josef Meier","finn is the new platform for flexible, climate-neutral car ownership for consumers and small businesses. In cooperation with ClimatePartner, the CO2 footprint of each kilometer driven is compensated. With finn, driving a car has become as easy as buying shoes online; with a few clicks a car subscription can conveniently be started with immediate availability of the vehicles in the future.Max-Josef Meier",https://www.finn.auto/,https://www.hvcapital.com/companies
